Source,Time,Line
May 16–21,May 16 11:23:11,"May 16 11:23:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:23:41,"May 16 11:23:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:24:11,"May 16 11:24:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:24:41,"May 16 11:24:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:25:11,"May 16 11:25:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:25:25,May 16 11:25:25 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:25:25,May 16 11:25:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:25:41,"May 16 11:25:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:26:11,"May 16 11:26:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:26:41,"May 16 11:26:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:27:11,May 16 11:27:11 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:27:11,May 16 11:27:11 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:27:11,"May 16 11:27:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:27:41,"May 16 11:27:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:28:11,"May 16 11:28:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:28:23,May 16 11:28:23 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 16 11:28:26,May 16 11:28:26 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:28:26,May 16 11:28:26 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:28:41,"May 16 11:28:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:29:11,"May 16 11:29:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:29:41,"May 16 11:29:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:30:11,"May 16 11:30:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:30:26,May 16 11:30:26 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 16 11:30:35,May 16 11:30:35 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:30:35,May 16 11:30:35 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:30:41,"May 16 11:30:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:31:11,"May 16 11:31:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:31:41,"May 16 11:31:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:32:11,"May 16 11:32:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:32:24,May 16 11:32:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:32:29,May 16 11:32:29 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:32:41,"May 16 11:32:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:32:51,May 16 11:32:51 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 16 11:33:11,"May 16 11:33:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:33:41,"May 16 11:33:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:34:11,"May 16 11:34:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:34:41,"May 16 11:34:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:34:43,May 16 11:34:43 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:35:11,"May 16 11:35:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:35:41,"May 16 11:35:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:36:11,"May 16 11:36:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:36:41,"May 16 11:36:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:37:07,May 16 11:37:07 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:37:07,May 16 11:37:07 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:37:11,"May 16 11:37:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:37:41,"May 16 11:37:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:38:11,"May 16 11:38:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:38:41,"May 16 11:38:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:39:11,"May 16 11:39:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:39:21,May 16 11:39:21 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 16 11:39:41,"May 16 11:39:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:40:11,"May 16 11:40:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:40:22,May 16 11:40:22 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:40:25,May 16 11:40:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:40:41,"May 16 11:40:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:41:11,May 16 11:41:11 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:41:11,"May 16 11:41:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:41:38,May 16 11:41:38 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:41:41,"May 16 11:41:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:42:11,"May 16 11:42:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:42:41,"May 16 11:42:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:43:08,May 16 11:43:08 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:43:08,May 16 11:43:08 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:43:11,"May 16 11:43:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:43:41,"May 16 11:43:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:44:11,"May 16 11:44:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:44:41,"May 16 11:44:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:45:11,"May 16 11:45:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:45:41,"May 16 11:45:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:46:11,"May 16 11:46:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:46:41,"May 16 11:46:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:47:11,"May 16 11:47:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:47:41,"May 16 11:47:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:48:11,"May 16 11:48:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:48:41,"May 16 11:48:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:49:11,"May 16 11:49:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:49:41,"May 16 11:49:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:50:11,"May 16 11:50:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:50:35,May 16 11:50:35 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:50:40,May 16 11:50:40 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 16 11:50:41,"May 16 11:50:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:51:11,"May 16 11:51:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:51:41,"May 16 11:51:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:51:53,May 16 11:51:53 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 11:51:53,May 16 11:51:53 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:52:11,"May 16 11:52:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:52:41,"May 16 11:52:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:53:11,"May 16 11:53:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:53:41,"May 16 11:53:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:54:11,"May 16 11:54:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:54:26,May 16 11:54:26 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 11:54:41,"May 16 11:54:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:55:11,"May 16 11:55:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:55:41,"May 16 11:55:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:56:11,"May 16 11:56:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:56:41,"May 16 11:56:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:57:11,"May 16 11:57:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:57:41,"May 16 11:57:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:58:11,"May 16 11:58:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:58:41,"May 16 11:58:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:59:11,"May 16 11:59:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 11:59:41,"May 16 11:59:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:00:11,"May 16 12:00:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:00:41,"May 16 12:00:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:01:11,"May 16 12:01:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:01:25,May 16 12:01:25 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 12:01:25,May 16 12:01:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 12:01:41,"May 16 12:01:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:02:11,"May 16 12:02:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:02:41,"May 16 12:02:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:03:02,May 16 12:03:02 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 16 12:03:02,May 16 12:03:02 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 12:03:11,"May 16 12:03:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:03:41,"May 16 12:03:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:04:11,"May 16 12:04:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:04:41,"May 16 12:04:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:05:11,"May 16 12:05:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:05:41,"May 16 12:05:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:06:11,"May 16 12:06:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:06:41,"May 16 12:06:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:07:11,"May 16 12:07:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:07:41,"May 16 12:07:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:08:11,"May 16 12:08:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:08:41,"May 16 12:08:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:09:11,"May 16 12:09:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:09:41,"May 16 12:09:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:10:11,"May 16 12:10:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:10:41,"May 16 12:10:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:11:11,"May 16 12:11:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:11:41,"May 16 12:11:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:12:11,"May 16 12:12:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:12:38,May 16 12:12:38 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 16 12:12:41,"May 16 12:12:41 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 16 12:13:11,"May 16 12:13:11 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
